CustomerID,p_churn,y_true,EV,eligible,rank_by_ev,selected,risk_decile,Contract,tenure_band,State,InternetService,PaymentMethod
3488-PGMQJ,0.8257042633800272,1,62.57042633800272,True,507.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
7534-BFESC,0.8972970586956249,1,69.7297058695625,True,268.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
8098-LLAZX,0.9753875304031356,1,77.53875304031357,True,18.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
0265-EDXBD,0.9327010544292575,1,73.27010544292575,True,135.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
2840-XANRC,0.9909819639028088,1,79.09819639028089,True,1.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
5020-ZSTTY,0.2724761215181973,1,7.247612151819727,True,2614.0,False,D7,One Year,4–6y,California,Yes,Bank Withdrawal
5804-LEPIM,0.9644078487237857,1,76.44078487237857,True,36.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
0623-IIHUG,0.9246876628989037,1,72.46876628989037,True,165.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
9057-MSWCO,0.889021931364904,1,68.90219313649041,True,290.0,True,D10,Month-to-Month,2–4y,California,Yes,Credit Card
4895-TMWIR,0.9357644076507051,1,73.57644076507052,True,122.0,True,D10,Month-to-Month,0–1y,California,No,Mailed Check
0533-BNWKF,0.92764018881555,1,72.764018881555,True,155.0,True,D10,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
0334-GDDSO,0.9633662267195499,1,76.33662267195498,True,41.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5564-NEMQO,0.8200845089259178,1,62.00845089259178,True,536.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
6235-VDHOM,0.7203460223543052,1,52.034602235430526,True,932.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5609-CEBID,0.6768838888186008,1,47.68838888186009,True,1093.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
5956-VKDTT,0.8358865241478424,1,63.58865241478425,True,470.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
0257-ZESQC,0.7495354599368643,1,54.95354599368643,True,811.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
2865-TCHJW,0.9209899680630153,1,72.09899680630153,True,182.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5192-EBGOV,0.9390265974142393,1,73.90265974142393,True,108.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3419-SNJJD,0.637817521821252,1,43.7817521821252,True,1233.0,False,D9,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
4554-YGZIH,0.5668184316317245,1,36.68184316317246,True,1471.0,False,D8,Month-to-Month,4–6y,California,Yes,Credit Card
5099-BAILX,0.918828958704681,1,71.8828958704681,True,188.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
4913-EHYUI,0.49498496654835683,1,29.49849665483569,True,1708.0,False,D8,One Year,4–6y,California,Yes,Bank Withdrawal
1626-ERCMM,0.5945960131675757,1,39.45960131675757,True,1374.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
5644-PDMZC,0.8412710661797367,1,64.12710661797368,True,450.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4160-AMJTL,0.5334369730372888,1,33.34369730372888,True,1582.0,False,D8,Month-to-Month,0–1y,California,No,Bank Withdrawal
0823-HSCDJ,0.7843929422926172,1,58.43929422926173,True,676.0,False,D10,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
0067-DKWBL,0.8825483541516991,1,68.25483541516992,True,313.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5244-IRFIH,0.9795911690402118,1,77.95911690402119,True,11.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
2684-EIWEO,0.8085568994740068,1,60.85568994740068,True,583.0,False,D10,Month-to-Month,2–4y,California,Yes,Credit Card
6683-VLCTZ,0.9623115474240602,1,76.23115474240602,True,45.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
0691-IFBQW,0.3205364654272533,1,12.053646542725325,True,2387.0,False,D7,One Year,2–4y,California,Yes,Bank Withdrawal
3643-AHCFP,0.9706911233597534,1,77.06911233597535,True,27.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
9231-ZJYAM,0.8309656842830244,1,63.09656842830245,True,487.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
0727-BMPLR,0.28283647432586806,1,8.283647432586807,True,2563.0,False,D7,One Year,4–6y,California,Yes,Bank Withdrawal
0947-MUGVO,0.8817324323342244,1,68.17324323342244,True,315.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
0781-LKXBR,0.8904402715742348,1,69.04402715742349,True,284.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1907-UBQFC,0.6491769440041784,1,44.91769440041783,True,1198.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
6513-EECDB,0.9012018106711432,1,70.12018106711433,True,258.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
7074-IEVOJ,0.7617731932396088,1,56.17731932396087,True,756.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4750-ZRXIU,0.9155792431839767,1,71.55792431839767,True,195.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
7028-DVOIQ,0.6766549282412473,1,47.66549282412474,True,1094.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
4208-UFFGW,0.7116844715961305,1,51.16844715961305,True,970.0,False,D9,Month-to-Month,0–1y,California,Yes,Credit Card
9889-TMAHG,0.7870048217725786,1,58.70048217725787,True,670.0,False,D10,Month-to-Month,0–1y,California,Yes,Credit Card
8919-FYFQZ,0.5926429485084214,1,39.26429485084214,True,1387.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
6646-QVXLR,0.531443319432228,1,33.1443319432228,True,1589.0,False,D8,One Year,4–6y,California,Yes,Bank Withdrawal
9369-XFEHK,0.9371233931081392,1,73.71233931081392,True,116.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
1374-DMZUI,0.8890349962890002,1,68.90349962890002,True,289.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1989-PRJHP,0.8951346626372418,1,69.5134662637242,True,276.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
4822-RVYBB,0.887206258614975,1,68.72062586149751,True,297.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4184-TJFAN,0.9512548118618213,1,75.12548118618214,True,79.0,True,D10,Month-to-Month,0–1y,California,Yes,Mailed Check
4145-UQXUQ,0.837709942475769,1,63.77099424757691,True,464.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1236-WFCDV,0.6352393458601652,1,43.523934586016516,True,1242.0,False,D9,Month-to-Month,1–2y,California,Yes,Credit Card
1271-SJBGZ,0.5630043345832223,1,36.30043345832223,True,1480.0,False,D8,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
4441-NIHPT,0.7493131801331699,1,54.931318013317,True,814.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
8999-BOHSE,0.6959053002350694,1,49.59053002350694,True,1036.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
7029-RPUAV,0.9144903463603575,1,71.44903463603576,True,199.0,True,D10,Month-to-Month,1–2y,California,Yes,Credit Card
8111-SLLHI,0.9407866069681873,1,74.07866069681873,True,105.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
5293-WXJAK,0.6368631585783857,1,43.68631585783857,True,1235.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4086-YQSNZ,0.9676078438422699,1,76.760784384227,True,33.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
8399-YNDCH,0.7827519160022487,1,58.27519160022487,True,680.0,False,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
5565-FILXA,0.838381251524153,1,63.8381251524153,True,458.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
4187-CINZD,0.13492777113739363,1,-6.507222886260637,False,3412.0,False,D6,One Year,2–4y,California,Yes,Credit Card
6818-WOBHJ,0.8212379644057517,1,62.12379644057518,True,529.0,False,D10,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
9134-CEQMF,0.9634783582321068,1,76.34783582321069,True,40.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
8519-IMDHU,0.9448903044048229,1,74.4890304404823,True,95.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
3372-KWFBM,0.8677702812676492,1,66.77702812676492,True,354.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
7206-GZCDC,0.9018878595477504,1,70.18878595477504,True,253.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1768-ZAIFU,0.8845377011154225,1,68.45377011154227,True,305.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3793-MMFUH,0.9251199199790325,1,72.51199199790327,True,164.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
6567-HOOPW,0.9052249457539416,1,70.52249457539418,True,235.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
8621-MNIHH,0.7748306783562064,1,57.483067835620645,True,712.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
5419-CONWX,0.8474008572265069,1,64.74008572265069,True,426.0,True,D10,Month-to-Month,0–1y,California,Yes,Credit Card
7024-OHCCK,0.837215363730144,1,63.721536373014416,True,466.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5357-TZHPP,0.7537966499644568,1,55.37966499644568,True,790.0,False,D9,Month-to-Month,0–1y,California,Yes,Credit Card
0506-LVNGN,0.8005193679277983,1,60.05193679277983,True,618.0,False,D10,Month-to-Month,0–1y,California,Yes,Credit Card
9809-IMGCQ,0.8272305301215354,1,62.72305301215354,True,501.0,False,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
3254-YRILK,0.753821478033106,1,55.3821478033106,True,789.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
0529-ONKER,0.5444667261641516,1,34.446672616415164,True,1548.0,False,D8,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
5240-IJOQT,0.8284671385089852,1,62.84671385089854,True,494.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
0661-XEYAN,0.8246856939388856,1,62.46856939388857,True,510.0,False,D10,Month-to-Month,0–1y,California,Yes,Mailed Check
2660-EMUBI,0.7632688009646564,1,56.32688009646566,True,753.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
7675-OZCZG,0.7964632741410996,1,59.646327414109976,True,633.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
9391-EOYLI,0.8474189973466505,1,64.74189973466505,True,425.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
2761-OCIAX,0.8090680131538257,1,60.90680131538258,True,577.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3068-OMWZA,0.81287444479188,1,61.28744447918801,True,563.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4154-AQUGT,0.9364986519993439,1,73.6498651999344,True,118.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
8017-LXHFA,0.8702042604871525,1,67.02042604871525,True,349.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
4248-QPAVC,0.968628808615354,1,76.86288086153542,True,31.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
4690-LLKUA,0.8637679097935483,1,66.37679097935484,True,369.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
9490-DFPMD,0.9209596108986308,1,72.09596108986308,True,183.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
8580-AECUZ,0.9608735169962811,1,76.08735169962812,True,48.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5047-LHVLY,0.9606775864594697,1,76.06775864594697,True,49.0,True,D10,Month-to-Month,0–1y,California,Yes,Mailed Check
8375-DKEBR,0.857933017411456,1,65.79330174114561,True,390.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
7279-BUYWN,0.8257256070796681,1,62.572560707966815,True,506.0,False,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
7156-MHUGY,0.9228917893877934,1,72.28917893877934,True,175.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
9606-PBKBQ,0.9349768148916293,1,73.49768148916293,True,125.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
3536-IQCTX,0.8912266108851019,1,69.12266108851018,True,283.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
3132-TVFDZ,0.8734888715028113,1,67.34888715028113,True,340.0,True,D10,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
8080-DDEMJ,0.7788426327735827,1,57.88426327735827,True,689.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
6702-OHFWR,0.8458191131513638,1,64.58191131513638,True,435.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4510-PYUSH,0.27097431420430396,1,7.0974314204303965,True,2622.0,False,D7,Month-to-Month,2–4y,California,Yes,Credit Card
8840-DQLGN,0.8646917642882319,1,66.46917642882319,True,364.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
4193-ORFCL,0.7780275923782293,1,57.802759237822926,True,696.0,False,D10,Month-to-Month,0–1y,California,Yes,Credit Card
7776-QWNFX,0.7501458728563152,1,55.01458728563152,True,808.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
6689-TCZHQ,0.7774572970541609,1,57.745729705416096,True,699.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
9497-QCMMS,0.9750573971866475,1,77.50573971866476,True,20.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3424-NMNBO,0.8148005931488739,1,61.480059314887384,True,551.0,False,D10,One Year,4–6y,California,Yes,Bank Withdrawal
4514-GFCFI,0.9613108299635524,1,76.13108299635526,True,47.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
8000-REIQB,0.9624644514917959,1,76.24644514917959,True,44.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4795-KTRTH,0.9869825421580094,1,78.69825421580094,True,3.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
9961-JBNMK,0.8625542191514621,1,66.25542191514621,True,374.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
6179-GJPSO,0.4140992989558024,1,21.40992989558024,True,1990.0,False,D8,Month-to-Month,2–4y,California,Yes,Credit Card
8290-YWKHZ,0.9640796072975792,1,76.40796072975793,True,37.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
8051-HJRLT,0.9257770392955809,1,72.5777039295581,True,163.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4021-RQSNY,0.9559287623276955,1,75.59287623276956,True,64.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
9061-TIHDA,0.9846957318819728,1,78.46957318819729,True,5.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
8699-ASUFO,0.89192069547584,1,69.192069547584,True,280.0,True,D10,Month-to-Month,0–1y,California,Yes,Credit Card
4695-WJZUE,0.7275655421416563,1,52.75655421416563,True,911.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3988-RQIXO,0.9268291503870418,1,72.68291503870418,True,159.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5931-FLJJF,0.8497448282845635,1,64.97448282845636,True,421.0,True,D10,Month-to-Month,0–1y,California,Yes,Credit Card
3207-OYBWH,0.7840947121666033,1,58.409471216660336,True,677.0,False,D10,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
7216-EWTRS,0.8298308430658384,1,62.98308430658385,True,490.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
2528-HFYZX,0.7657758049883076,1,56.577580498830756,True,737.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
4140-MUHUG,0.8511002126130751,1,65.11002126130751,True,413.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1587-FKLZB,0.9475174451686227,1,74.75174451686227,True,87.0,True,D10,Month-to-Month,4–6y,California,Yes,Credit Card
5440-FLBQG,0.4666950008850814,1,26.66950008850815,True,1803.0,False,D8,Two Year,4–6y,California,Yes,Bank Withdrawal
2774-LVQUS,0.9597291256791315,1,75.97291256791316,True,51.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
4612-THJBS,0.1605534455544469,1,-3.944655444555309,False,3242.0,False,D6,One Year,4–6y,California,Yes,Bank Withdrawal
4094-NSEDU,0.9358375478454859,1,73.5837547845486,True,121.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
1846-XWOQN,0.8971403621549252,1,69.71403621549253,True,269.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3757-NJYBX,0.7450052185508986,1,54.50052185508986,True,832.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
9898-KZQDZ,0.8902052752653595,1,69.02052752653596,True,286.0,True,D10,Month-to-Month,2–4y,California,Yes,Credit Card
8263-JQAIK,0.6733038284724939,1,47.330382847249396,True,1109.0,False,D9,Month-to-Month,0–1y,California,Yes,Credit Card
2205-YMZZJ,0.8533855511347505,1,65.33855511347504,True,408.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1254-IZEYF,0.5944732078052292,1,39.44732078052292,True,1375.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
9221-OTIVJ,0.8086612391664605,1,60.866123916646046,True,582.0,False,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
5908-QMGOE,0.7124899682952197,1,51.24899682952197,True,967.0,False,D9,Month-to-Month,1–2y,California,Yes,Credit Card
0397-GZBBC,0.814164041939305,1,61.416404193930504,True,554.0,False,D10,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
7641-EUYET,0.698202826268845,1,49.820282626884506,True,1026.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
8922-LIEGH,0.7098785339887392,1,50.98785339887392,True,979.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
8245-UMPYT,0.8595921525199111,1,65.95921525199111,True,383.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
5186-SAMNZ,0.8552559136993848,1,65.52559136993848,True,399.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5373-SFODM,0.8657145207359397,1,66.57145207359397,True,361.0,True,D10,Month-to-Month,2–4y,California,Yes,Credit Card
0022-TCJCI,0.10027041086999883,1,-9.972958913000117,False,3677.0,False,D5,One Year,2–4y,California,Yes,Credit Card
5130-IEKQT,0.480810570686789,1,28.08105706867891,True,1758.0,False,D8,Month-to-Month,2–4y,California,Yes,Credit Card
3269-ATYWD,0.6789294791933382,1,47.89294791933382,True,1087.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
0354-WYROK,0.7821438678245846,1,58.21438678245846,True,681.0,False,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
7576-OYWBN,0.7586195733068374,1,55.86195733068374,True,770.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
5539-TMZLF,0.8275990414547696,1,62.75990414547695,True,500.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3336-JORSO,0.8035768065941841,1,60.357680659418406,True,608.0,False,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
6861-XWTWQ,0.9588357327872734,1,75.88357327872734,True,55.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4283-FUTGF,0.7547223486016383,1,55.47223486016384,True,784.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
2397-BRLOM,0.9060593098634839,1,70.6059309863484,True,231.0,True,D10,Month-to-Month,0–1y,California,Yes,Credit Card
8510-AWCXC,0.7191168402066994,1,51.91168402066994,True,935.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
8225-BTJAU,0.6487441566401946,1,44.87441566401945,True,1202.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1724-BQUHA,0.6630770862862816,1,46.30770862862816,True,1147.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4826-XTSOH,0.9327211416070175,1,73.27211416070175,True,134.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
2408-WITXK,0.6161816161828548,1,41.618161618285484,True,1288.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
2634-HCZGT,0.33948197438228234,1,13.948197438228235,True,2299.0,False,D7,One Year,4–6y,California,Yes,Bank Withdrawal
7503-QQRVF,0.80083135913752,1,60.083135913752,True,616.0,False,D10,Month-to-Month,1–2y,California,Yes,Credit Card
0709-TVGUR,0.7906301326164261,1,59.06301326164261,True,652.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3001-CBHLQ,0.8405939495796007,1,64.05939495796007,True,453.0,True,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
4102-OQUPX,0.9422492158636383,1,74.22492158636383,True,99.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
3999-QGRJH,0.7859432616074624,1,58.59432616074625,True,672.0,False,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
2454-RPBRZ,0.8772947632095778,1,67.72947632095779,True,326.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
2265-CYWIV,0.9441607942104732,1,74.41607942104733,True,96.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4550-VBOFE,0.757105390838986,1,55.71053908389861,True,776.0,False,D9,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
7409-KIUTL,0.8336195939239706,1,63.361959392397054,True,479.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
1732-VHUBQ,0.768534753187186,1,56.85347531871861,True,732.0,False,D9,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
0679-IDSTG,0.926540697183016,1,72.6540697183016,True,160.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
8802-UNOJF,0.6334902230660456,1,43.34902230660457,True,1249.0,False,D9,Month-to-Month,1–2y,California,Yes,Credit Card
6313-GIDIT,0.5037396633411132,1,30.373966334111323,True,1679.0,False,D8,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
2845-AFFTX,0.8123911560199519,1,61.23911560199521,True,565.0,False,D10,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
2815-CPTUL,0.596686250172686,1,39.668625017268596,True,1360.0,False,D9,Month-to-Month,0–1y,California,Yes,Credit Card
1891-FZYSA,0.7729120175734258,1,57.29120175734258,True,722.0,False,D9,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
9685-WKZGT,0.7731491455541802,1,57.31491455541803,True,720.0,False,D9,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
6022-UGGSO,0.34609362195356236,1,14.609362195356233,True,2271.0,False,D7,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
3923-CSIHK,0.8007263588166375,1,60.07263588166374,True,617.0,False,D10,Month-to-Month,4–6y,California,Yes,Bank Withdrawal
3677-IYRBF,0.7325764474970019,1,53.25764474970019,True,891.0,False,D9,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
8118-LSUEL,0.8166907154284484,1,61.66907154284485,True,547.0,False,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
5277-ZLOOR,0.896771361588216,1,69.67713615882161,True,271.0,True,D10,Month-to-Month,0–1y,California,Yes,Bank Withdrawal
4248-HCETZ,0.7074608869736183,1,50.74608869736183,True,990.0,False,D9,Month-to-Month,2–4y,California,Yes,Credit Card
9174-FKWZE,0.5267143031523264,1,32.671430315232634,True,1612.0,False,D8,Month-to-Month,0–1y,California,No,Bank Withdrawal
5307-DZCVC,0.7536340999747633,1,55.363409997476325,True,792.0,False,D9,Month-to-Month,2–4y,California,Yes,Credit Card
8679-JOEVF,0.5378104639714009,1,33.78104639714009,True,1565.0,False,D8,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
4803-AXVYP,0.46930834950798916,1,26.930834950798918,True,1794.0,False,D8,Month-to-Month,2–4y,California,Yes,Bank Withdrawal
5649-ANRML,0.5836160698253712,1,38.36160698253712,True,1417.0,False,D8,Month-to-Month,0–1y,California,Yes,Credit Card
7395-IGJOS,0.9042188451846902,1,70.42188451846903,True,240.0,True,D10,Month-to-Month,1–2y,California,Yes,Bank Withdrawal
7890-VYYWG,0.9030552956211589,1,70.30552956211591,True,249.0,True,D10,Month-to-Month,0–1y,California,Yes,Credit Card
